"DATE","TIME","SYS","QMGR","JOBNAME","USERID","QUEUE","TYPE","COUNT","SizeMax","SizeMin","SizeTot","ToQMax","ToQMin","ToQAvg","ToQTot","StrName"
2019115,17:46:00,"A2","MQH2","MBMQH2","MBMQH2","QL.ANGEL.APL.EX06.PRD.OWD","GET",196,1731,1729,339134,0.195507,0.001390,0.063591,12.463836,APLEX01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.RSP","PUT",10,1505,1503,15036,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.REQ","GET",10,1195,1195,11950,0.139452,0.035485,0.085339,0.853390,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.RSP","PUT",79,1504,1503,118738,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.REQ","GET",79,1195,1195,94405,0.312019,0.014157,0.108825,8.597175,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.EX06.PRD.OWD","PUT",435,1731,1729,752645,,,,,APLEX01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.RSP","PUT",87,1709,1707,148615,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.REQ","GET",87,1401,1401,121887,0.301898,0.051224,0.147319,12.816753,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.RSP","PUT",36,1505,1503,54128,,,,,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.REQ","GET",36,1195,1195,43020,0.266063,0.009707,0.102734,3.698424,APLIR01
2019115,17:46:00,"A2","MQH2","ANS121S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.RSP","PUT",70,1503,1503,105210,,,,,APLIR01
